issue,number,result,timestamp,fetch_time_utc
20250805100011362,0,Small,,
20250805100011363,7,Big,,
20250805100011364,8,Big,,
20250805100011365,3,Small,,
20250805100011366,1,Small,,
20250805100011367,0,Small,,
20250805100011368,6,Big,,
20250805100011369,8,Big,,
20250805100011370,6,Big,,
20250805100011371,5,Big,,
20250805100011372,3,Small,,
20250805100011373,0,Small,,
20250805100011374,4,Small,,
20250805100011375,8,Big,,
20250805100011376,4,Small,,
20250805100011377,0,Small,,
20250805100011378,5,Big,,
20250805100011379,7,Big,,
20250805100011380,0,Small,,
20250805100011381,8,Big,,
20250805100011382,8,Big,,
20250805100011383,7,Big,,
20250805100011384,2,Small,,
20250805100011385,2,Small,,
20250805100011386,8,Big,,
20250805100011387,3,Small,,
20250805100011388,1,Small,,
20250805100011389,2,Small,,
20250805100011390,2,Small,,
20250805100011391,9,Big,,
20250805100011392,2,Small,,
20250805100011393,4,Small,,
20250805100011394,9,Big,,
20250805100011395,1,Small,,
20250805100011396,9,Big,,
20250805100011397,5,Big,,
20250805100011398,7,Big,,
20250805100011399,0,Small,,
20250805100011400,5,Big,,
20250805100011401,1,Small,,
20250805100011402,6,Big,,
20250805100011403,3,Small,,
20250805100011404,8,Big,,
20250805100011405,2,Small,,
20250805100011406,2,Small,,
20250805100011407,7,Big,,
20250805100011408,5,Big,,
20250805100011409,0,Small,,
20250805100011410,7,Big,,
20250805100011411,7,Big,,
20250805100011412,2,Small,,
20250805100011413,6,Big,,
20250805100011414,0,Small,,
20250805100011415,7,Big,,
20250805100011416,1,Small,,
20250805100011417,0,Small,,
20250805100011418,8,Big,,
20250805100011419,4,Small,,
20250805100011420,9,Big,,
20250805100011421,8,Big,,
20250805100011422,7,Big,,
20250805100011423,9,Big,,
20250805100011424,4,Small,,
20250805100011425,1,Small,,
20250805100011426,2,Small,,
20250805100011427,9,Big,,
20250805100011428,4,Small,,
20250805100011429,6,Big,,
20250805100011430,0,Small,,
20250805100011431,7,Big,,
20250805100011432,2,Small,,
20250805100011433,9,Big,,
20250805100011434,6,Big,,
20250805100011435,7,Big,,
20250805100011436,3,Small,,
20250805100011437,7,Big,,
20250805100011438,3,Small,,
20250805100011439,2,Small,,
20250805100011440,7,Big,,
20250806100010001,1,Small,,
20250806100010002,5,Big,,
20250806100010003,7,Big,,
20250806100010004,0,Small,,
20250806100010005,8,Big,,
20250806100010006,7,Big,,
20250806100010007,4,Small,,
20250806100010008,6,Big,,
20250806100010009,5,Big,,
20250806100010010,7,Big,,
20250806100010011,8,Big,,
20250806100010012,5,Big,,
20250806100010013,7,Big,,
20250806100010014,6,Big,,
20250806100010015,4,Small,,
20250806100010016,0,Small,,
20250806100010017,2,Small,,
20250806100010018,1,Small,,
20250806100010019,3,Small,,
20250806100010020,6,Big,,
20250806100010021,5,Big,,
20250806100010022,6,Big,,
20250806100010023,6,Big,,
20250806100010024,2,Small,,
20250806100010025,6,Big,,
20250806100010026,2,Small,,
20250806100010027,9,Big,,
20250806100010028,9,Big,,
20250806100010029,6,Big,,
20250806100010030,9,Big,,
20250806100010031,4,Small,,
20250806100010032,1,Small,,
20250806100010033,4,Small,,
20250806100010034,1,Small,,
20250806100010035,3,Small,,
20250806100010036,8,Big,,
20250806100010037,6,Big,,
20250806100010038,3,Small,,
20250806100010039,8,Big,,
20250806100010040,8,Big,,
20250806100010041,5,Big,,
20250806100010042,7,Big,,
20250806100010043,6,Big,,
20250806100010044,7,Big,,
20250806100010045,7,Big,,
20250806100010046,1,Small,,
20250806100010047,6,Big,,
20250806100010048,2,Small,,
20250806100010049,2,Small,,
20250806100010050,3,Small,,
20250806100010051,5,Big,,
20250806100010052,2,Small,,
20250806100010053,8,Big,,
20250806100010054,9,Big,,
20250806100010055,7,Big,,
20250806100010056,1,Small,,
20250806100010057,6,Big,,
20250806100010058,0,Small,,
20250806100010059,8,Big,,
20250806100010060,5,Big,,
20250806100010061,6,Big,,
20250806100010062,1,Small,,
20250806100010063,6,Big,,
20250806100010064,8,Big,,
20250806100010065,1,Small,,
20250806100010066,1,Small,,
20250806100010067,9,Big,,
20250806100010068,7,Big,,
20250806100010069,9,Big,,
20250806100010070,6,Big,,
20250806100010071,7,Big,,
20250806100010072,6,Big,,
20250806100010073,2,Small,,
20250806100010074,5,Big,,
20250806100010075,1,Small,,
20250806100010076,6,Big,,
20250806100010077,4,Small,,
20250806100010078,0,Small,,
20250806100010079,8,Big,,
20250806100010080,9,Big,,
20250806100010081,5,Big,,
20250806100010082,5,Big,,
20250806100010083,6,Big,,
20250806100010084,3,Small,,
20250806100010085,2,Small,,
20250806100010086,4,Small,,
20250806100010087,1,Small,,
20250806100010088,5,Big,,
20250806100010089,5,Big,,
20250806100010090,7,Big,,
20250806100010091,4,Small,,
20250806100010092,2,Small,,
20250806100010093,7,Big,,
20250806100010094,3,Small,,
20250806100010095,9,Big,,
20250806100010096,4,Small,,
20250806100010097,8,Big,,
20250806100010098,2,Small,,
20250806100010099,1,Small,,
20250806100010100,0,Small,,
20250806100010101,5,Big,,
20250806100010102,6,Big,,
20250806100010103,9,Big,,
20250806100010104,3,Small,,
20250806100010105,5,Big,,
20250806100010106,5,Big,,
20250806100010107,0,Small,,
20250806100010108,9,Big,,
20250806100010109,6,Big,,
20250806100010110,8,Big,,
20250806100010111,0,Small,,
20250806100010112,3,Small,,
20250806100010113,9,Big,,
20250806100010114,7,Big,,
20250806100010115,2,Small,,
20250806100010116,3,Small,,
20250806100010117,0,Small,,
20250806100010118,7,Big,,
20250806100010119,7,Big,,
20250806100010120,2,Small,,
20250806100010121,6,Big,,
20250806100010122,6,Big,,
20250806100010123,3,Small,,
20250806100010124,1,Small,,
20250806100010125,5,Big,,
20250806100010126,2,Small,,
20250806100010127,3,Small,,
20250806100010128,2,Small,,
20250806100010129,4,Small,,
20250806100010130,5,Big,,
20250806100010131,1,Small,,
20250806100010132,4,Small,,
20250806100010133,9,Big,,
20250806100010134,9,Big,,
20250806100010135,3,Small,,
20250806100010136,7,Big,,
20250806100010137,6,Big,,
20250806100010138,5,Big,,
20250806100010139,0,Small,,
20250806100010140,2,Small,,
20250806100010141,2,Small,,
20250806100010142,3,Small,,
20250806100010143,6,Big,,
20250806100010144,4,Small,,
20250806100010145,2,Small,,
20250806100010146,0,Small,,
20250806100010147,1,Small,,
20250806100010148,0,Small,,
20250806100010149,6,Big,,
20250806100010150,9,Big,,
20250806100010151,6,Big,,
20250806100010152,6,Big,,
20250806100010153,2,Small,,
20250806100010154,6,Big,,
20250806100010155,1,Small,,
20250806100010156,8,Big,,
20250806100010157,1,Small,,
20250806100010158,5,Big,,
20250806100010159,3,Small,,
20250806100010160,1,Small,,
20250806100010161,7,Big,,
20250806100010162,8,Big,,
20250806100010163,6,Big,,
20250806100010164,5,Big,,
20250806100010165,9,Big,,
20250806100010166,7,Big,,
20250806100010167,6,Big,,
20250806100010168,0,Small,,
20250806100010169,7,Big,,
20250806100010170,9,Big,,
20250806100010171,8,Big,,
20250806100010172,2,Small,,
20250806100010173,4,Small,,
20250806100010174,5,Big,,
20250806100010175,8,Big,,
20250806100010176,0,Small,,
20250806100010177,6,Big,,
20250806100010178,1,Small,,
20250806100010179,4,Small,,
20250806100010180,9,Big,,
20250806100010181,4,Small,,
20250806100010182,1,Small,,
20250806100010183,4,Small,,
20250806100010184,2,Small,,
20250806100010185,3,Small,,
20250806100010186,4,Small,,
20250806100010187,9,Big,,
20250806100010188,2,Small,,
20250806100010189,2,Small,,
20250806100010190,6,Big,,
20250806100010191,2,Small,,
20250806100010192,4,Small,,
20250806100010193,3,Small,,
20250806100010194,0,Small,,
20250806100010195,6,Big,,
20250806100010196,9,Big,,
20250806100010197,5,Big,,
20250806100010198,0,Small,,
20250806100010199,4,Small,,
20250806100010200,5,Big,,
20250806100010201,4,Small,,
20250806100010202,4,Small,,
20250806100010203,9,Big,,
20250806100010204,8,Big,,
20250806100010205,1,Small,,
20250806100010206,2,Small,,
20250806100010207,4,Small,,
20250806100010208,9,Big,,
20250806100010209,9,Big,,
20250806100010210,4,Small,,
20250806100010211,7,Big,,
20250806100010212,6,Big,,
20250806100010213,3,Small,,
20250806100010214,6,Big,,
20250806100010215,5,Big,,
20250806100010216,6,Big,,
20250806100010217,6,Big,,
20250806100010218,2,Small,,
20250806100010219,3,Small,,
20250806100010220,5,Big,,
20250806100010221,2,Small,,
20250806100010222,5,Big,,
20250806100010223,8,Big,,
20250806100010224,9,Big,,
20250806100010225,4,Small,,
20250806100010226,1,Small,,
20250806100010227,1,Small,,
20250806100010228,8,Big,,
20250806100010229,5,Big,,
20250806100010230,5,Big,,
20250806100010231,2,Small,,
20250806100010232,7,Big,,
20250806100010233,9,Big,,
20250806100010234,2,Small,,
20250806100010235,3,Small,,
20250806100010236,4,Small,,
20250806100010237,5,Big,,
20250806100010238,8,Big,,
20250806100010239,5,Big,,
20250806100010240,7,Big,,
20250806100010241,0,Small,,
20250806100010242,1,Small,,
20250806100010243,3,Small,,
20250806100010244,5,Big,,
20250806100010245,3,Small,,
20250806100010246,6,Big,,
20250806100010247,7,Big,,
20250806100010248,1,Small,,
20250806100010249,7,Big,,
20250806100010250,9,Big,,
20250806100010251,6,Big,,
20250806100010252,8,Big,,
20250806100010253,2,Small,,
20250806100010254,2,Small,,
20250806100010255,5,Big,,
20250806100010256,0,Small,,
20250806100010257,2,Small,,
20250806100010258,5,Big,,
20250806100010259,3,Small,,
20250806100010260,0,Small,,
20250806100010261,0,Small,,
20250806100010262,9,Big,,
20250806100010263,0,Small,,
20250806100010264,4,Small,,
20250806100010265,4,Small,,
20250806100010266,6,Big,,
20250806100010267,7,Big,,
20250806100010268,5,Big,,
20250806100010269,0,Small,,
20250806100010270,0,Small,,
20250806100010271,8,Big,,
20250806100010272,0,Small,,
20250806100010273,9,Big,,
20250806100010274,9,Big,,
20250806100010275,1,Small,,
20250806100010276,5,Big,,
20250806100010277,0,Small,,
20250806100010278,8,Big,,
20250806100010279,7,Big,,
20250806100010280,9,Big,,
20250806100010281,1,Small,,
20250806100010282,5,Big,,
20250806100010283,7,Big,,
20250806100010284,1,Small,,
20250806100010285,1,Small,,
20250806100010286,8,Big,,
20250806100010287,0,Small,,
20250806100010288,1,Small,,
20250806100010289,7,Big,,
20250806100010290,2,Small,,
20250806100010291,8,Big,,
20250806100010292,0,Small,,
20250806100010293,5,Big,,
20250806100010294,3,Small,,
20250806100010295,8,Big,,
20250806100010296,8,Big,,
20250806100010297,9,Big,,
20250806100010298,3,Small,,
20250806100010299,7,Big,,
20250806100010300,5,Big,,
20250806100010301,0,Small,,
20250806100010302,3,Small,,
20250806100010303,8,Big,,
20250806100010304,5,Big,,
20250806100010305,9,Big,,
20250806100010306,5,Big,,
20250806100010307,0,Small,,
20250806100010308,5,Big,,
20250806100010309,7,Big,,
20250806100010310,7,Big,,
20250806100010311,8,Big,,
20250806100010312,1,Small,,
20250806100010313,5,Big,,
20250806100010314,7,Big,,
20250806100010315,6,Big,,
20250806100010316,1,Small,,
20250806100010317,2,Small,,
20250806100010318,1,Small,,
20250806100010319,6,Big,,
20250806100010320,8,Big,,
20250806100010321,0,Small,,
20250806100010322,3,Small,,
20250806100010323,5,Big,,
20250806100010324,0,Small,,
20250806100010325,9,Big,,
20250806100010326,7,Big,,
20250806100010327,8,Big,,
20250806100010328,6,Big,,
20250806100010329,7,Big,,
20250806100010330,8,Big,,
20250806100010331,4,Small,,
20250806100010332,2,Small,,
20250806100010333,2,Small,,
20250806100010334,7,Big,,
20250806100010335,1,Small,,
20250806100010336,7,Big,,
20250806100010337,0,Small,,
20250806100010338,5,Big,,
20250806100010339,7,Big,,
20250806100010340,0,Small,,
20250806100010341,6,Big,,
20250806100010342,0,Small,,
20250806100010343,1,Small,,
20250806100010344,3,Small,,
20250806100010345,4,Small,,
20250806100010346,1,Small,,
20250806100010347,8,Big,,
20250806100010348,8,Big,,
20250806100010349,4,Small,,
20250806100010350,4,Small,,
20250806100010351,2,Small,,
20250806100010352,1,Small,,
20250806100010353,6,Big,,
20250806100010354,2,Small,,
20250806100010355,4,Small,,
20250806100010356,4,Small,,
20250806100010357,4,Small,,
20250806100010358,8,Big,,
20250806100010359,8,Big,,
20250806100010360,0,Small,,
20250806100010361,3,Small,,
20250806100010362,1,Small,,
20250806100010363,9,Big,,
20250806100010364,7,Big,,
20250806100010365,4,Small,,
20250806100010366,7,Big,,
20250806100010367,8,Big,,
20250806100010368,1,Small,,
20250806100010369,4,Small,,
20250806100010370,9,Big,,
20250806100010371,8,Big,,
20250806100010372,1,Small,,
20250806100010373,2,Small,,
20250806100010374,8,Big,,
20250806100010375,0,Small,,
20250806100010376,4,Small,,
20250806100010377,0,Small,,
20250806100010378,0,Small,,
20250806100010379,5,Big,,
20250806100010380,7,Big,,
20250806100010381,2,Small,,
20250806100010382,7,Big,,
20250806100010383,2,Small,,
20250806100010384,1,Small,,
20250806100010385,1,Small,,
20250806100010386,4,Small,,
20250806100010387,5,Big,,
20250806100010388,3,Small,,
20250806100010389,8,Big,,
20250806100010390,3,Small,,
20250806100010391,2,Small,,
20250806100010392,7,Big,,
20250806100010393,1,Small,,
20250806100010394,7,Big,,
20250806100010395,7,Big,,
20250806100010396,4,Small,,
20250806100010397,4,Small,,
20250806100010398,7,Big,,
20250806100010399,4,Small,,
20250806100010400,2,Small,,
20250806100010401,3,Small,,
20250806100010402,2,Small,,
20250806100010403,1,Small,,
20250806100010404,6,Big,,
20250806100010405,6,Big,,
20250806100010406,5,Big,,
20250806100010407,2,Small,,
20250806100010408,0,Small,,
20250806100010409,7,Big,,
20250806100010410,8,Big,,
20250806100010411,5,Big,,
20250806100010412,1,Small,,
20250806100010413,5,Big,,
20250806100010414,7,Big,,
20250806100010415,4,Small,,
20250806100010416,4,Small,,
20250806100010417,1,Small,,
20250806100010418,2,Small,,
20250806100010419,9,Big,,
20250806100010420,7,Big,,
20250806100010421,4,Small,,
20250806100010422,8,Big,,
20250806100010423,6,Big,,
20250806100010424,2,Small,,
20250806100010425,7,Big,,
20250806100010426,3,Small,,
20250806100010427,8,Big,,
20250806100010428,7,Big,,
20250806100010429,1,Small,,
20250806100010430,6,Big,,
20250806100010431,9,Big,,
20250806100010432,5,Big,,
20250806100010433,3,Small,,
20250806100010434,0,Small,,
20250806100010435,7,Big,,
20250806100010436,0,Small,,
20250806100010437,7,Big,,
20250806100010438,3,Small,,
20250806100010439,0,Small,,
20250806100010440,8,Big,,
20250806100010441,7,Big,,
20250806100010442,2,Small,,
20250806100010443,7,Big,,
20250806100010444,3,Small,,
20250806100010445,6,Big,,
20250806100010446,3,Small,,
20250806100010447,8,Big,,
20250806100010448,6,Big,,
20250806100010449,6,Big,,
20250806100010450,1,Small,,
20250806100010451,7,Big,,
20250806100010452,1,Small,,
20250806100010453,8,Big,,
20250806100010454,5,Big,,
20250806100010455,7,Big,,
20250806100010456,4,Small,,
20250806100010457,8,Big,,
20250806100010458,3,Small,,
20250806100010459,8,Big,,
20250806100010460,8,Big,,
20250806100010461,2,Small,,
20250806100010462,4,Small,,
20250806100010463,2,Small,,
20250806100010464,5,Big,,
20250806100010465,5,Big,,
20250806100010466,5,Big,,
20250806100010467,8,Big,,
20250806100010468,2,Small,,
20250806100010469,4,Small,,
20250806100010470,7,Big,,
20250806100010471,0,Small,,
20250806100010472,4,Small,,
20250806100010473,6,Big,,
20250806100010474,6,Big,,
20250806100010475,2,Small,,
20250806100010476,4,Small,,
20250806100010477,3,Small,,
20250806100010478,8,Big,,
20250806100010479,4,Small,,
20250806100010480,0,Small,,
20250806100010481,3,Small,,
20250806100010482,6,Big,,
20250806100010483,9,Big,,
20250806100010484,2,Small,,
20250806100010485,5,Big,,
20250806100010486,6,Big,,
20250806100010487,9,Big,,
20250806100010488,9,Big,,
20250806100010489,3,Small,,
20250806100010490,6,Big,,
20250806100010491,3,Small,,
20250806100010492,2,Small,,
20250806100010493,7,Big,,
20250806100010494,4,Small,,
20250806100010495,9,Big,,
20250806100010496,7,Big,,
20250806100010497,0,Small,,
20250806100010498,2,Small,,
20250806100010499,5,Big,,
20250806100010500,9,Big,,
20250806100010501,6,Big,,
20250806100010502,9,Big,,
20250806100010503,7,Big,,
20250806100010504,7,Big,,
20250806100010505,3,Small,,
20250806100010506,8,Big,,
20250806100010507,0,Small,,
20250806100010508,8,Big,,
20250806100010509,2,Small,,
20250806100010510,5,Big,,
20250806100010511,0,Small,,
20250806100010512,8,Big,,
20250806100010513,0,Small,,
20250806100010514,2,Small,,
20250806100010515,7,Big,,
20250806100010516,7,Big,,
20250806100010517,3,Small,,
20250806100010518,3,Small,,
20250806100010519,5,Big,,
20250806100010520,0,Small,,
20250806100010521,4,Small,,
20250806100010522,9,Big,,
20250806100010523,4,Small,,
20250806100010524,4,Small,,
20250806100010525,2,Small,,
20250806100010526,6,Big,,
20250806100010527,3,Small,,
20250806100010528,6,Big,,
20250806100010529,1,Small,,
20250806100010530,1,Small,,
20250806100010531,5,Big,,
20250806100010532,9,Big,,
20250806100010533,0,Small,,
20250806100010534,2,Small,,
20250806100010535,7,Big,,
20250806100010536,9,Big,,
20250806100010537,5,Big,,
20250806100010538,4,Small,,
20250806100010539,3,Small,,
20250806100010540,5,Big,,
20250806100010541,2,Small,,
20250806100010542,5,Big,,
20250806100010543,0,Small,,
20250806100010544,7,Big,,
20250806100010545,5,Big,,
20250806100010546,6,Big,,
20250806100010547,5,Big,,
20250806100010548,1,Small,,
20250806100010549,7,Big,,
20250806100010550,2,Small,,
20250806100010551,0,Small,,
20250806100010552,1,Small,,
20250806100010553,6,Big,,
20250806100010554,3,Small,,
20250806100010555,0,Small,,
20250806100010556,9,Big,,
20250806100010557,8,Big,,
20250806100010558,1,Small,,
20250806100010559,8,Big,,
20250806100010560,7,Big,,
20250806100010561,7,Big,,
20250806100010562,4,Small,,
20250806100010563,4,Small,,
20250806100010564,2,Small,,
20250806100010565,4,Small,,
20250806100010566,4,Small,,
20250806100010567,1,Small,,
20250806100010568,6,Big,,
20250806100010569,6,Big,,
20250806100010570,1,Small,,
20250806100010571,5,Big,,
20250806100010572,5,Big,,
20250806100010573,2,Small,,
20250806100010574,8,Big,,
20250806100010575,3,Small,,
20250806100010576,8,Big,,
20250806100010577,7,Big,,
20250806100010578,8,Big,,
20250806100010579,0,Small,,
20250806100010580,0,Small,,
20250806100010581,6,Big,,
20250806100010582,6,Big,,
20250806100010583,5,Big,,
20250806100010584,1,Small,,
20250806100010585,1,Small,,
20250806100010586,4,Small,,
20250806100010587,0,Small,,
20250806100010588,0,Small,,
20250806100010589,5,Big,,
20250806100010590,2,Small,,
20250806100010591,8,Big,,
20250806100010592,5,Big,,
20250806100010593,6,Big,,
20250806100010594,4,Small,,
20250806100010595,3,Small,,
20250806100010596,4,Small,,
20250806100010597,0,Small,,
20250806100010598,4,Small,,
20250806100010599,2,Small,,
20250806100010600,6,Big,,
20250806100010601,3,Small,,
20250806100010602,4,Small,,
20250806100010603,6,Big,,
20250806100010604,7,Big,,
20250806100010605,6,Big,,
20250806100010606,4,Small,,
20250806100010607,2,Small,,
20250806100010608,1,Small,,
20250806100010609,7,Big,,
20250806100010610,0,Small,,
20250806100010611,2,Small,,
20250806100010612,0,Small,,
20250806100010613,1,Small,,
20250806100010614,9,Big,,
20250806100010615,3,Small,,
20250806100010616,8,Big,,
20250806100010617,2,Small,,
20250806100010618,3,Small,,
20250806100010619,7,Big,,
20250806100010620,0,Small,,
20250806100010621,4,Small,,
20250806100010622,9,Big,,
20250806100010623,1,Small,,
20250806100010624,2,Small,,
20250806100010625,6,Big,,
20250806100010626,3,Small,,
20250806100010627,6,Big,,
20250806100010628,0,Small,,
20250806100010629,2,Small,,
20250806100010630,4,Small,,
20250806100010631,8,Big,,
20250806100010632,5,Big,,
20250806100010633,3,Small,,
20250806100010634,3,Small,,
20250806100010635,9,Big,,
20250806100010636,1,Small,,
20250806100010637,7,Big,,
20250806100010638,8,Big,,
20250806100010639,5,Big,,
20250806100010640,7,Big,,
20250806100010641,7,Big,,
20250806100010642,8,Big,,
20250806100010643,5,Big,,
20250806100010644,0,Small,,
20250806100010645,2,Small,,
20250806100010646,7,Big,,
20250806100010647,7,Big,,
20250806100010648,9,Big,,
20250806100010649,5,Big,,
20250806100010650,2,Small,,
20250806100010651,7,Big,,
20250806100010652,5,Big,,
20250806100010653,1,Small,,
20250806100010654,4,Small,,
20250806100010655,1,Small,,
20250806100010656,7,Big,,
20250806100010657,1,Small,,
20250806100010658,3,Small,,
20250806100010659,9,Big,,
20250806100010660,2,Small,,
20250806100010661,5,Big,,
20250806100010662,4,Small,,
20250806100010663,1,Small,,
20250806100010664,4,Small,,
20250806100010665,6,Big,,
20250806100010666,9,Big,,
20250806100010667,6,Big,,
20250806100010668,7,Big,,
20250806100010669,7,Big,,
20250806100010670,1,Small,,
20250806100010671,3,Small,,
20250806100010672,6,Big,,
20250806100010673,0,Small,,
20250806100010674,8,Big,,
20250806100010675,1,Small,,
20250806100010676,2,Small,,
20250806100010677,2,Small,,
20250806100010678,5,Big,,
20250806100010679,1,Small,,
20250806100010680,9,Big,,
20250806100010681,0,Small,,
20250806100010682,2,Small,,
20250806100010683,5,Big,,
20250806100010684,1,Small,,
20250806100010685,1,Small,,
20250806100010686,6,Big,,
20250806100010687,9,Big,,
20250806100010688,3,Small,,
20250806100010689,2,Small,,
20250806100010690,8,Big,,
20250806100010691,3,Small,,
20250806100010692,1,Small,,
20250806100010693,0,Small,,
20250806100010694,5,Big,,
20250806100010695,6,Big,,
20250806100010696,2,Small,,
20250806100010697,8,Big,,
20250806100010698,2,Small,,
20250806100010699,9,Big,,
20250806100010700,0,Small,,
20250806100010701,9,Big,,
20250806100010702,0,Small,,
20250806100010703,9,Big,,
20250806100010704,7,Big,,
20250806100010705,8,Big,,
20250806100010706,3,Small,,
20250806100010707,4,Small,,
20250806100010708,9,Big,,
20250806100010709,7,Big,,
20250806100010710,4,Small,,
20250806100010711,7,Big,,
20250806100010712,1,Small,,
20250806100010713,0,Small,,
20250806100010714,6,Big,,
20250806100010715,0,Small,,
20250806100010716,4,Small,,
20250806100010717,4,Small,,
20250806100010718,5,Big,,
20250806100010719,1,Small,,
20250806100010720,7,Big,,
20250806100010721,2,Small,,
20250806100010722,4,Small,,
20250806100010723,1,Small,,
20250806100010724,0,Small,,
20250806100010725,7,Big,,
20250806100010726,9,Big,,
20250806100010727,2,Small,,
20250806100010728,7,Big,,
20250806100010729,0,Small,,
20250806100010730,7,Big,,
20250806100010731,2,Small,,
20250806100010732,6,Big,,
20250806100010733,9,Big,,
20250806100010734,2,Small,,
20250806100010735,7,Big,,
20250806100010736,7,Big,,
20250806100010737,5,Big,,
20250806100010738,0,Small,,
20250806100010739,9,Big,,
20250806100010740,0,Small,,
20250806100010741,5,Big,,
20250806100010742,1,Small,,
20250806100010743,4,Small,,
20250806100010744,3,Small,,
20250806100010745,5,Big,,
20250806100010746,2,Small,,
20250806100010747,6,Big,,
20250806100010748,4,Small,,
20250806100010749,4,Small,,
20250806100010750,2,Small,,
20250806100010751,1,Small,,
20250806100010752,3,Small,,
20250806100010753,0,Small,,
20250806100010754,4,Small,,
20250806100010755,1,Small,,
20250806100010756,7,Big,,
20250806100010757,4,Small,,
20250806100010758,5,Big,,
20250806100010759,6,Big,,
20250806100010760,2,Small,,
20250806100010761,2,Small,,
20250806100010762,2,Small,,
20250806100010763,9,Big,,
20250806100010764,1,Small,,
20250806100010765,6,Big,,
20250806100010766,8,Big,,
20250806100010767,8,Big,,
20250806100010768,3,Small,,
20250806100010769,8,Big,,
20250806100010770,8,Big,,
20250806100010771,8,Big,,
20250806100010772,5,Big,,
20250806100010773,0,Small,,
20250806100010774,2,Small,,
20250806100010775,9,Big,,
20250806100010776,6,Big,,
20250806100010777,4,Small,,
20250806100010778,8,Big,,
20250806100010779,4,Small,,
20250806100010780,9,Big,,
20250806100010781,6,Big,,
20250806100010782,6,Big,,
20250806100010783,7,Big,,
20250806100010784,0,Small,,
20250806100010785,1,Small,,
20250806100010786,5,Big,,
20250806100010787,4,Small,,
20250806100010788,1,Small,,
20250806100010789,4,Small,,
20250806100010790,4,Small,,
20250806100010791,2,Small,,
20250806100010792,5,Big,,
20250806100010793,3,Small,,
20250806100010794,4,Small,,
20250806100010795,3,Small,,
20250806100010796,8,Big,,
20250806100010797,5,Big,,
20250806100010798,6,Big,,
20250806100010799,2,Small,,
20250806100010800,6,Big,,
20250806100010801,3,Small,,
20250806100010802,2,Small,,
20250806100010803,1,Small,,
20250806100010804,8,Big,,
20250806100010805,6,Big,,
20250806100010806,8,Big,,
20250806100010807,3,Small,,
20250806100010808,4,Small,,
20250806100010809,0,Small,,
20250806100010810,3,Small,,
20250806100010811,5,Big,,
20250806100010812,5,Big,,
20250806100010813,9,Big,,
20250806100010814,5,Big,,
20250806100010815,3,Small,,
20250806100010816,0,Small,,
20250806100010817,8,Big,,
20250806100010818,7,Big,,
20250806100010819,4,Small,,
20250806100010820,9,Big,,
20250806100010821,7,Big,,
20250806100010822,6,Big,,
20250806100010823,7,Big,,
20250806100010824,0,Small,,
20250806100010825,2,Small,,
20250806100010826,9,Big,,
20250806100010827,5,Big,,
20250806100010828,7,Big,,
20250806100010829,0,Small,,
20250806100010830,0,Small,,
20250806100010831,6,Big,,
20250806100010832,8,Big,,
20250806100010833,7,Big,,
20250806100010834,8,Big,,
20250806100010835,3,Small,,
20250806100010836,5,Big,,
20250806100010837,8,Big,,
20250806100010838,6,Big,,
20250806100010839,1,Small,,
20250806100010840,1,Small,,
20250806100010841,0,Small,,
20250806100010842,0,Small,,
20250806100010843,2,Small,,
20250806100010844,6,Big,,
20250806100010845,8,Big,,
20250806100010846,5,Big,,
20250806100010847,3,Small,,
20250806100010848,1,Small,,
20250806100010849,2,Small,,
20250806100010850,5,Big,,
20250806100010851,7,Big,,
20250806100010852,4,Small,,
20250806100010853,8,Big,,
20250806100010854,6,Big,,
20250806100010855,7,Big,,
20250806100010856,6,Big,,
20250806100010857,9,Big,,
20250806100010858,3,Small,,
20250806100010859,6,Big,,
20250806100010860,4,Small,,
20250806100010861,1,Small,,
20250806100010862,4,Small,,
20250806100010863,8,Big,,
20250806100010864,9,Big,,
20250806100010865,0,Small,,
20250806100010866,5,Big,,
20250806100010867,0,Small,,
20250806100010868,4,Small,,
20250806100010869,0,Small,,
20250806100010870,9,Big,,
20250806100010871,4,Small,,
20250806100010872,4,Small,,
20250806100010873,4,Small,,
20250806100010874,2,Small,,
20250806100010875,4,Small,,
20250806100010876,3,Small,,
20250806100010877,7,Big,,
20250806100010878,7,Big,,
20250806100010879,1,Small,,
20250806100010880,1,Small,,
20250806100010881,5,Big,,
20250806100010882,3,Small,,
20250806100010883,6,Big,,
20250806100010884,8,Big,,
20250806100010885,2,Small,,
20250806100010886,7,Big,,
20250806100010887,9,Big,,
20250806100010888,6,Big,,
20250806100010889,5,Big,,
20250806100010890,0,Small,,
20250806100010891,7,Big,,
20250806100010892,3,Small,,
20250806100010893,1,Small,,
20250806100010894,7,Big,,
20250806100010895,3,Small,,
20250806100010896,6,Big,,
20250806100010897,1,Small,,
20250806100010898,0,Small,,
20250806100010899,5,Big,,
20250806100010900,2,Small,,
20250806100010901,1,Small,,
20250806100010902,8,Big,,
20250806100010903,8,Big,,
20250806100010904,4,Small,,
20250806100010905,5,Big,,
20250806100010906,9,Big,,
20250806100010907,7,Big,,
20250806100010908,8,Big,,
20250806100010909,8,Big,,
20250806100010910,5,Big,,
20250806100010911,0,Small,,
20250806100010912,2,Small,,
20250806100010913,0,Small,,
20250806100010914,7,Big,,
20250806100010915,1,Small,,
20250806100010916,4,Small,,
20250806100010917,2,Small,,
20250806100010918,4,Small,,
20250806100010919,9,Big,,
